"DR.Number","Date.Occurred","Time.Occurred","Hour","Weapon.Description","Status.Description","Address","Cross.Street","Longitude","Latitude"
101119782,"09/18/2010",2235,22,"HAND GUN","Adult Arrest","AVENUE 64","ARROYO SECO",-118.1879,34.1093
101122708,"11/11/2010",1535,15,"HAND GUN","Invest Cont","MACEO","CYPRESS                      AV",-118.2236,34.0941
101124781,"12/22/2010",1825,18,"UNKNOWN FIREARM","Invest Cont","3300    PEPPER                       AV","",-118.2226,34.0911
101200548,"01/31/2010",2220,22,"HAND GUN","Invest Cont","1000 W  73RD                         ST","",-118.2918,33.9737
101200718,"05/21/2010",2030,20,"UNKNOWN FIREARM","Invest Cont","2000 W  57TH                         ST","",-118.3138,33.991
131100683,"04/07/2013",325,3,"UNKNOWN FIREARM","Invest Cont","3100    GLENDALE                     BL","",-118.2627,34.1162
131100696,"04/13/2013",2055,20,"UNKNOWN FIREARM","Invest Cont","1300    MOHAWK                       ST","",-118.2647,34.08
101204670,"01/10/2010",2100,21,"HAND GUN","Invest Cont","5200 S  WILTON                       PL","",-118.3149,33.9951
131100922,"07/25/2013",2000,20,"HAND GUN","Invest Cont","3500    FERNCROFT                    RD","",-118.2639,34.1135
101205279,"01/18/2010",2200,22,"UNKNOWN FIREARM","Invest Cont","67TH","BUDLONG                      AV",-118.2958,33.9785
131100956,"08/11/2013",140,1,"UNKNOWN FIREARM","Invest Cont","1800    AVALON                       ST","",-118.2534,34.0869
131101005,"08/31/2013",200,2,"UNKNOWN FIREARM","Invest Cont","200 S  AVENUE 54","",-118.1958,34.1059
131101062,"09/26/2013",2140,21,"UNKNOWN FIREARM","Invest Cont","W  AVENUE 33","VERDUGO                      RD",-118.2361,34.1117
131101083,"10/05/2013",55,0,"HAND GUN","Invest Cont","2600    CARLETON                     AV","",-118.2272,34.0904
101205901,"01/27/2010",1400,14,"HAND GUN","Invest Cont","49TH                         ST","HOOVER                       ST",-118.2871,33.9987
101206157,"01/30/2010",2100,21,"HAND GUN","Invest Cont","800 E  77TH                         ST","",-118.2608,33.9694
131104079,"01/02/2013",1120,11,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","1300    WATERLOO                     ST","",-118.2658,34.0804
131104080,"01/01/2013",5,0,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","2300    HARWOOD                      ST","",-118.2333,34.0887
101207911,"02/20/2010",2000,20,"UNKNOWN FIREARM","Invest Cont","5800 S  VAN NESS                     AV","",-118.3176,33.9891
101207979,"02/20/2010",1700,17,"UNKNOWN FIREARM","Invest Cont","100 E  84TH                         PL","",-118.2739,33.9619
101208633,"03/02/2010",1050,10,"UNKNOWN FIREARM","Invest Cont","100 E  84TH                         PL","",-118.2739,33.9619
101209478,"03/12/2010",2350,23,"HAND GUN","Invest Cont","FIGUEROA","55TH                         ST",-118.2827,33.9924
131104971,"01/19/2013",310,3,"UNKNOWN FIREARM","Invest Cont","1300    ALLESANDRO                   ST","",-118.2636,34.0795
131105128,"01/21/2013",2220,22,"HAND GUN","Invest Cont","5600    ASH                          ST","",-118.1963,34.1119
101210231,"03/22/2010",1115,11,"UNKNOWN FIREARM","Invest Cont","6000 S  WESTERN                      AV","",-118.3089,33.9856
101212210,"04/16/2010",1150,11,"SEMI-AUTOMATIC PISTOL","Invest Cont","100 E  84TH                         ST","",-118.2739,33.9628
101212366,"04/18/2010",1200,12,"UNKNOWN FIREARM","Invest Cont","200 W  73RD                         ST","",-118.2761,33.9737
131105842,"02/06/2013",355,3,"UNKNOWN FIREARM","Invest Cont","4000    PERLITA                      AV","",-118.2648,34.1255
101212811,"04/24/2010",1330,13,"HAND GUN","Invest Cont","200 W  80TH                         ST","",-118.2761,33.9669
101212975,"04/26/2010",2105,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","1700 W  59TH                         ST","",-118.3068,33.9876
101213696,"05/05/2010",1715,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","200 E  84TH                         PL","",-118.2717,33.9619
101214823,"05/19/2010",1745,17,"UNKNOWN FIREARM","Invest Cont","8500 S  MAIN                         ST","",-118.2739,33.9612
131107028,"03/02/2013",2040,20,"HAND GUN","Invest Cont","300 N  AVENUE 53","",-118.1998,34.1092
101216654,"06/12/2010",1215,12,"UNKNOWN FIREARM","Invest Cont","300 E  80TH                         ST","",-118.2695,33.9665
101216965,"06/15/2010",1630,16,"HAND GUN","Invest Cont","800 W  MANCHESTER                   AV","",-118.287,33.9601
131107332,"03/09/2013",205,2,"HAND GUN","Invest Cont","CHEVY CHASE","BRUNSWICK",-118.269,34.1334
101218151,"07/01/2010",1500,15,"UNKNOWN FIREARM","Invest Cont","8800    HALLDALE                     AV","",-118.3025,33.9582
101218358,"07/04/2010",2300,23,"UNKNOWN FIREARM","Invest Cont","1100 W  61ST                         ST","",-118.2938,33.9842
101218926,"07/12/2010",2155,21,"HAND GUN","Invest Cont","700 E  80TH                         ST","",-118.2629,33.9665
101219157,"07/15/2010",1245,12,"REVOLVER","Invest Cont","800 E  81ST                         ST","",-118.2608,33.9656
101219346,"07/16/2010",2315,23,"HAND GUN","Invest Cont","8400 S  OLIVE                        ST","",-118.2793,33.9624
101222313,"08/25/2010",1745,17,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","8300    AVALON                       BL","",-118.2651,33.9638
101223777,"09/14/2010",1515,15,"RIFLE","Invest Cont","200 E  82ND                         ST","",-118.2717,33.9654
101223778,"09/14/2010",1515,15,"RIFLE","Invest Cont","200 E  82ND                         ST","",-118.2717,33.9654
101223800,"09/15/2010",1935,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","8600    DENKER                       AV","",-118.3046,33.96
101224142,"09/16/2010",2325,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","7700 S  HOBART                       BL","",-118.3079,33.97
101224717,"09/28/2010",2220,22,"HAND GUN","Invest Cont","6000    ARLINGTON                    AV","",-118.3186,33.9855
101224718,"09/28/2010",2220,22,"HAND GUN","Invest Cont","6000    ARLINGTON                    AV","",-118.3186,33.9855
131110119,"04/30/2013",1325,13,"HAND GUN","Invest Cont","700 N  AVENUE 51","",-118.2057,34.114
131110300,"05/04/2013",940,9,"HAND GUN","Invest Cont","3100    ARVIA                        ST","",-118.229,34.0969
131110357,"05/05/2013",205,2,"UNKNOWN FIREARM","Invest Cont","1100    ISABEL                       ST","",-118.2228,34.0958
131110788,"05/12/2013",2250,22,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","3400    LOOSMORE                     ST","",-118.2243,34.0949
101227691,"11/09/2010",1000,10,"UNKNOWN FIREARM","Invest Cont","1300 W  59TH                         PL","",-118.298,33.9867
131111311,"05/22/2013",30,0,"HAND GUN","Adult Arrest","SHULTS","PASADENA                     FY",-118.2031,34.1154
101229048,"11/28/2010",2130,21,"HAND GUN","Invest Cont","8100    MCKINLEY                     AV","",-118.2608,33.9656
101229486,"12/05/2010",1040,10,"SEMI-AUTOMATIC PISTOL","Invest Cont","BUDLONG                      AV","61ST                         ST",-118.2958,33.9842
101229640,"12/07/2010",1650,16,"UNKNOWN FIREARM","Invest Cont","7000    5TH                          AV","",-118.3226,33.9764
101229747,"12/08/2010",2045,20,"UNKNOWN FIREARM","Invest Cont","2400 W  73RD                         ST","",-118.3199,33.9737
101230158,"12/13/2010",2145,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","1600 W  62ND                         ST","",-118.3046,33.9833
101230169,"12/13/2010",2135,21,"HAND GUN","Invest Cont","6700 S  VAN NESS                     AV","",-118.3177,33.9782
101230170,"12/13/2010",2135,21,"HAND GUN","Invest Cont","6700 S  VAN NESS                     AV","",-118.3177,33.9782
101230318,"12/15/2010",1500,15,"UNKNOWN FIREARM","Invest Cont","1300 W  57TH                         ST","",-118.298,33.991
101230469,"12/17/2010",1450,14,"SEMI-AUTOMATIC PISTOL","Invest Cont","1700 W  45TH                         ST","",-118.3089,34.0028
131111961,"06/01/2013",2130,21,"RIFLE","Adult Other","5500    EATON                        ST","",-118.1976,34.1247
101230750,"12/22/2010",2110,21,"HAND GUN","Invest Cont","6500 S  VICTORIA                     AV","",-118.3323,33.9806
101300580,"03/06/2010",2245,22,"REVOLVER","Adult Arrest","ALAMEDA                      ST","42ND                         ST",-118.2393,34.006
101300588,"03/20/2010",2340,23,"HAND GUN","Invest Cont","200 W  53RD                         ST","",-118.2761,33.9942
101300597,"03/27/2010",2200,22,"HAND GUN","Adult Arrest","58TH                         ST","INSKEEP",-118.2761,33.9877
101300617,"04/03/2010",2300,23,"REVOLVER","Invest Cont","400 E  49TH                         ST","",-118.2696,33.9988
101300625,"04/16/2010",1120,11,"SEMI-AUTOMATIC PISTOL","Invest Cont","22ND                         ST","HOOPER                       AV",-118.2481,34.0189
101300645,"04/19/2010",2145,21,"HAND GUN","Invest Cont","1400 E  48TH                         ST","",-118.2499,34.0002
101300650,"04/24/2010",2145,21,"REVOLVER","Invest Cont","21ST                         ST","COMPTON                      AV",-118.2448,34.0183
101300804,"09/07/2010",1955,19,"HAND GUN","Invest Cont","600 E  43RD                         ST","",-118.2652,34.0057
101300855,"10/23/2010",2040,20,"UNKNOWN FIREARM","Invest Cont","1400 E  51ST                         ST","",-118.2499,33.9967
101304113,"01/02/2010",1930,19,"HAND GUN","Invest Cont","100 W  42ND                         PL","",-118.274,34.0066
101304291,"01/05/2010",1845,18,"REVOLVER","Adult Other","300 E  62ND                         ST","",-118.2695,33.9834
101304343,"01/06/2010",2345,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","2100 S  NAOMI                        AV","",-118.2498,34.021
101304846,"01/13/2010",1445,14,"SEMI-AUTOMATIC PISTOL","Invest Cont","400 E  43RD                         ST","",-118.2685,34.0057
101304952,"01/14/2010",2300,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","100 W  50TH                         ST","",-118.274,33.9974
101305931,"01/29/2010",1945,19,"HAND GUN","Invest Cont","GRIFFITH                     AV","23RD                         ST",-118.2559,34.0224
101305934,"01/29/2010",2255,22,"UNKNOWN FIREARM","Invest Cont","48TH                         ST","MCKINLEY                     AV",-118.2608,34.0003
101307369,"02/21/2010",2100,21,"HAND GUN","Invest Cont","5900 S  MAIN                         ST","",-118.2739,33.9873
101307994,"03/02/2010",2030,20,"SEMI-AUTOMATIC PISTOL","Invest Cont","3100    STANFORD                     AV","",-118.2618,34.0171
101308284,"03/06/2010",1814,18,"REVOLVER","Invest Cont","47TH                         ST","BROADWAY",-118.2783,34.001
101309464,"03/25/2010",2040,20,"SHOTGUN","Invest Cont","600 E  21ST                         ST","",-118.2605,34.0268
101309634,"03/28/2010",1710,17,"HAND GUN","Invest Cont","LATHAM                       ST","53RD                         ST",-118.2514,33.9948
101310824,"04/14/2010",1515,15,"HAND GUN","Invest Cont","41ST                         PL","COMPTON                      AV",-118.2474,34.0077
101311122,"04/19/2010",1115,11,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","42ND                         PL","MAIN                         ST",-118.274,34.0065
131113778,"07/06/2013",630,6,"UNKNOWN FIREARM","Invest Cont","1300    SAGINAW                      ST","",-118.1932,34.136
101311619,"04/25/2010",2210,22,"HAND GUN","Invest Cont","VERNON                       AV","HONDURAS                     AV",-118.244,34.0039
101311667,"04/27/2010",1335,13,"HAND GUN","Adult Arrest","3700    WALL                         ST","",-118.27,34.0147
101311773,"04/28/2010",1727,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","4600 S  CENTRAL                      AV","",-118.2565,34.0018
101312438,"05/07/2010",1600,16,"SEMI-AUTOMATIC PISTOL","Invest Cont","100 E  43RD                         ST","",-118.274,34.0057
101312762,"05/11/2010",2116,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","5600    ASCOT                        AV","",-118.2499,33.9921
101313814,"05/29/2010",1715,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","3700    METTLER                      ST","",-118.2664,34.0128
101314377,"06/07/2010",1745,17,"SEMI-AUTOMATIC PISTOL","Adult Arrest","100 W  57TH                         ST","",-118.2739,33.9906
101315114,"06/20/2010",1700,17,"HAND GUN","Invest Cont","22ND","HOOPER",-118.2456,34.0175
101315321,"06/23/2010",2000,20,"SEMI-AUTOMATIC PISTOL","Invest Cont","1400 E  41ST                         PL","",-118.2495,34.0081
101316521,"07/13/2010",1435,14,"UNKNOWN FIREARM","Invest Cont","6100    AVALON                       BL","",-118.2652,33.9843
101317279,"07/23/2010",1930,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","ASCOT                        AV","46TH                         ST",-118.2499,34.0021
101317892,"08/01/2010",2200,22,"HAND GUN","Invest Cont","4800    MCKINLEY                     AV","",-118.2608,33.9999
101318217,"08/05/2010",2315,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","1700 E  OLYMPIC                      BL","",-118.241,34.0293
131115217,"08/04/2013",1415,14,"SAWED OFF RIFLE/SHOTGUN","Invest Cont","2900    ACRESITE                     ST","",-118.2596,34.1101
101318351,"08/07/2010",2230,22,"UNKNOWN FIREARM","Invest Cont","5500 S  MAIN                         ST","",-118.2739,33.9924
101318736,"08/01/2010",1300,13,"HAND GUN","Invest Cont","600 E  21ST                         ST","",-118.2605,34.0268
101318970,"08/16/2010",2245,22,"UNKNOWN FIREARM","Invest Cont","200 W  42ND                         PL","",-118.2762,34.0065
101320737,"09/10/2010",1750,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","5800 S  BROADWAY","",-118.2783,33.9898
101320769,"09/10/2010",2100,21,"UNKNOWN FIREARM","Invest Cont","4400    TOWNE                        AV","",-118.2676,34.0039
101321144,"09/16/2010",2100,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","300 W  47TH                         ST","",-118.2783,34.0011
101321145,"09/16/2010",2100,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","300 W  47TH                         ST","",-118.2783,34.0011
101321334,"09/19/2010",1000,10,"ASSAULT WEAPON/UZI/AK47/ETC","Invest Cont","300 W  66TH                         ST","",-118.2783,33.9798
101321395,"09/20/2010",1515,15,"HAND GUN","Invest Cont","300 E  56TH                         ST","",-118.2701,33.9916
101321724,"09/24/2010",2045,20,"REVOLVER","Adult Arrest","1300 E  56TH                         ST","",-118.2521,33.9921
131115922,"08/18/2013",115,1,"UNKNOWN FIREARM","Invest Cont","AVALON","PRESTON",-118.2529,34.0867
101323452,"10/20/2010",1300,13,"UNKNOWN FIREARM","Invest Cont","800 E  49TH                         ST","",-118.2617,33.9987
131116576,"08/31/2013",225,2,"HAND GUN","Invest Cont","ISABEL                       ST","SILVER                       ST",-118.2329,34.1011
101325926,"11/27/2010",2100,21,"UNKNOWN FIREARM","Invest Cont","4400    TOWNE                        AV","",-118.2676,34.0039
101327732,"12/24/2010",2110,21,"HAND GUN","Invest Cont","1100 E  46TH                         ST","",-118.2565,34.0021
101327750,"12/24/2010",2100,21,"UNKNOWN FIREARM","Invest Cont","700 E  49TH                         ST","",-118.2634,33.9986
101327752,"12/24/2010",2100,21,"UNKNOWN FIREARM","Invest Cont","700 E  49TH                         ST","",-118.2634,33.9986
101327753,"12/24/2010",2100,21,"UNKNOWN FIREARM","Invest Cont","700 E  49TH                         ST","",-118.2634,33.9986
131116958,"09/06/2013",1130,11,"HAND GUN","Invest Cont","1100 N  VERMONT                      AV","",-118.2917,34.0909
131116979,"09/05/2013",2100,21,"HAND GUN","Invest Cont","BRUNSWICK","GOODWIN",-118.269,34.1371
131117186,"09/11/2013",430,4,"UNKNOWN FIREARM","Invest Cont","4600    LOS FELIZ                    BL","",-118.2894,34.1115
131118911,"10/16/2013",2010,20,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","AVENUE 57","MONTE VISTA",-118.1944,34.1118
101416414,"07/10/2010",2030,20,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","6300 W  84TH                         ST","",-118.3962,33.9618
131119801,"11/05/2013",1630,16,"UNKNOWN FIREARM","Invest Cont","200 N  AVENUE 57","",-118.1936,34.1107
131119968,"11/08/2013",2030,20,"HAND GUN","Invest Cont","AVALON","ECHO PARK",-118.2518,34.0862
101423805,"10/18/2010",1000,10,"UNKNOWN FIREARM","Invest Cont","3900    KEESHEN                      DR","",-118.4279,34.0035
101424156,"10/23/2010",2235,22,"HAND GUN","Adult Arrest","4300    BEETHOVEN                    ST","",-118.4331,33.9909
101425008,"11/02/2010",1700,17,"SEMI-AUTOMATIC PISTOL","Invest Cont","7700    ISIS                         AV","",-118.3773,33.9671
101428119,"12/18/2010",1650,16,"HAND GUN","Adult Arrest","12000    SYLVESTER                    ST","",-118.4233,33.9992
101500519,"01/08/2010",2350,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","13100    VANOWEN                      ST","",-118.4181,34.194
101500879,"04/11/2010",2340,23,"UNKNOWN FIREARM","Invest Cont","SYLVAN                       ST","COLFAX                       AV",-118.3878,34.1849
131200558,"03/02/2013",2125,21,"UNKNOWN FIREARM","Invest Cont","800 E  73RD                         ST","",-118.2608,33.9739
131200644,"06/01/2013",1930,19,"UNKNOWN FIREARM","Invest Cont","66TH","HOOVER",-118.2871,33.9792
101501162,"06/12/2010",2200,22,"HAND GUN","Invest Cont","VENTURA","EUREKA",-118.376,34.1406
131200686,"06/19/2013",2215,22,"SEMI-AUTOMATIC PISTOL","Invest Cont","7700 S  MAIN                         ST","",-118.2739,33.9697
